id,target
300240,0.120474905
300241,0.119897164
300242,0.41948023
300243,0.5746435
300244,0.23542322
300245,0.09191709
300246,0.8364813
300247,0.31745902
300248,0.6201449
300249,0.091694154
300250,0.41445774
300251,0.9215186
300252,0.07866021
300253,0.24707088
300254,0.7016771
300255,0.3300986
300256,0.43165272
300257,0.0628529
300258,0.29333007
300259,0.53997093
300260,0.6573327
300261,0.31762892
300262,0.18163723
300263,0.63466215
300264,0.6006659
300265,0.14681183
300266,0.5602157
300267,0.28315336
300268,0.19746257
300269,0.37720126
300270,0.6672794
300271,0.12908381
300272,0.6437038
300273,0.2343813
300274,0.9290748
300275,0.22963327
300276,0.39276075
300277,0.77320755
300278,0.0798718
300279,0.2003401
300280,0.17176683
300281,0.09372653
300282,0.17846626
300283,0.05191699
300284,0.36619207
300285,0.4308337
300286,0.082155496
300287,0.20310083
300288,0.4494806
300289,0.67643267
300290,0.5849245
300291,0.13246673
300292,0.27239677
300293,0.7212702
300294,0.04193924
300295,0.12954919
300296,0.83766174
300297,0.12980318
300298,0.23831663
300299,0.42458674
300300,0.46427593
300301,0.7126096
300302,0.07288149
300303,0.10529801
300304,0.6400382
300305,0.34062687
300306,0.3403973
300307,0.36090106
300308,0.17843698
300309,0.22855613
300310,0.33385584
300311,0.018380167
300312,0.14832722
300313,0.27662033
300314,0.21357797
300315,0.421767
300316,0.21326296
300317,0.35034522
300318,0.050194446
300319,0.7028003
300320,0.6240914
300321,0.25156146
300322,0.44451487
300323,0.060903326
300324,0.12318544
300325,0.33125922
300326,0.11862122
300327,0.38773257
300328,0.27128893
300329,0.51185983
300330,0.08756792
300331,0.09265644
300332,0.10282663
300333,0.37246838
300334,0.1895674
300335,0.21579024
300336,0.62870604
300337,0.93223846
300338,0.2938987
300339,0.20419352
300340,0.565143
300341,0.41506758
300342,0.15667547
300343,0.052566484
300344,0.3277562
300345,0.19231871
300346,0.18215328
300347,0.57847387
300348,0.4793277
300349,0.4963772
300350,0.73860437
300351,0.23999389
300352,0.18744664
300353,0.29011935
300354,0.64483386
300355,0.21908073
300356,0.05904892
300357,0.54396605
300358,0.34856406
300359,0.6463493
300360,0.055232186
300361,0.5580654
300362,0.1551738
300363,0.6409157
300364,0.019042538
300365,0.3073987
300366,0.110199206
300367,0.14865854
300368,0.48636222
300369,0.09010324
300370,0.0659406
300371,0.20499687
300372,0.4117946
300373,0.2676079
300374,0.61489034
300375,0.9464146
300376,0.5301857
300377,0.075788796
300378,0.47191
300379,0.020995243
300380,0.12660533
300381,0.20907018
300382,0.15228178
300383,0.31629452
300384,0.53328323
300385,0.27814865
300386,0.13272248
300387,0.08671976
300388,0.056629404
300389,0.5267817
300390,0.32632664
300391,0.15132645
300392,0.24751559
300393,0.08321668
300394,0.25565305
300395,0.495966
300396,0.34508735
300397,0.4766471
300398,0.55130386
300399,0.39808056
300400,0.75818616
300401,0.7020836
300402,0.4251846
300403,0.39208496
300404,0.4291706
300405,0.59674084
300406,0.16475601
300407,0.12487317
300408,0.2863137
300409,0.46182007
300410,0.070998624
300411,0.06456084
300412,0.33575836
300413,0.20179926
300414,0.3597556
300415,0.26846787
300416,0.11728334
300417,0.5222784
300418,0.04435138
300419,0.21248145
300420,0.21338673
300421,0.21753639
300422,0.042240586
300423,0.037899222
300424,0.10498974
300425,0.21867175
300426,0.31643653
300427,0.24116763
300428,0.09916218
300429,0.17946129
300430,0.23723981
300431,0.07975158
300432,0.077843286
300433,0.26511595
300434,0.46173117
300435,0.21229483
300436,0.123661
300437,0.047830284
300438,0.04316971
300439,0.13464172
300440,0.3142945
300441,0.22044675
300442,0.74705553
300443,0.22075406
300444,0.25522003
300445,0.031950116
300446,0.5969885
300447,0.32047677
300448,0.4569635
300449,0.39449427
300450,0.32818538
300451,0.86283183
300452,0.8628268
300453,0.5135523
300454,0.18123476
300455,0.27374905
300456,0.29554376
300457,0.4535797
300458,0.67930317
300459,0.029011045
300460,0.64235795
300461,0.480724
300462,0.21484783
300463,0.15495948
300464,0.4644711
300465,0.09424911
300466,0.19411495
300467,0.39118162
300468,0.050039016
300469,0.21378161
300470,0.22762264
300471,0.7027613
300472,0.6164649
300473,0.46815798
300474,0.54094106
300475,0.23350981
300476,0.39240354
300477,0.38127762
300478,0.21358837
300479,0.03208253
300480,0.028022433
300481,0.34033564
300482,0.37883368
300483,0.2836273
300484,0.09548982
300485,0.021614028
300486,0.6389849
300487,0.3642105
300488,0.25765693
300489,0.21584934
300490,0.26893163
300491,0.06641732
300492,0.6211369
300493,0.15618432
300494,0.19193155
300495,0.038059916
300496,0.11805975
300497,0.06869377
300498,0.5770518
300499,0.51996773
300500,0.09578155
300501,0.54024273
300502,0.08392805
300503,0.5397447
300504,0.18856521
300505,0.10262516
300506,0.74024826
300507,0.0685874
300508,0.24541865
300509,0.18456137
300510,0.26801425
300511,0.050010014
300512,0.03631276
300513,0.25781035
300514,0.3267636
300515,0.23862669
300516,0.16216831
300517,0.06475376
300518,0.4403233
300519,0.024736904
300520,0.1964065
300521,0.27160308
300522,0.34531093
300523,0.32462636
300524,0.5241659
300525,0.41979286
300526,0.40234715
300527,0.089592114
300528,0.50996447
300529,0.3001419
300530,0.24849339
300531,0.08552724
300532,0.46983653
300533,0.18407126
300534,0.35613677
300535,0.13676833
300536,0.5617537
300537,0.30247328
300538,0.4580741
300539,0.63876045
300540,0.14101806
300541,0.2092497
300542,0.15314423
300543,0.18056385
300544,0.08355012
300545,0.24424021
300546,0.37094572
300547,0.3202451
300548,0.35690543
300549,0.32946387
300550,0.05408472
300551,0.2605594
300552,0.26240313
300553,0.052414194
300554,0.05223765
300555,0.37263554
300556,0.12714948
300557,0.18554515
300558,0.18334605
300559,0.035138376
300560,0.49987546
300561,0.10470027
300562,0.2530028
300563,0.2824565
300564,0.046617646
300565,0.30175886
300566,0.73797923
300567,0.05115114
300568,0.09361809
300569,0.05649475
300570,0.28362182
300571,0.3116478
300572,0.19889817
300573,0.12924367
300574,0.49292052
300575,0.38464445
300576,0.20277016
300577,0.3656685
300578,0.132948
300579,0.07142605
300580,0.10644604
300581,0.47722718
300582,0.18451075
300583,0.35488948
300584,0.18553397
300585,0.35177848
300586,0.12164929
300587,0.8056673
300588,0.4417944
300589,0.3044605
300590,0.45698914
300591,0.24893856
300592,0.42262614
300593,0.20419364
300594,0.63802576
300595,0.16979411
300596,0.6868759
300597,0.75789845
300598,0.066992894
300599,0.5199877
300600,0.5536573
300601,0.2910975
300602,0.32980958
300603,0.054722052
300604,0.17772925
300605,0.26984656
300606,0.08181628
300607,0.15130086
300608,0.40724894
300609,0.443896
300610,0.19616997
300611,0.28112313
300612,0.1733543
300613,0.62206835
300614,0.40218702
300615,0.16850127
300616,0.2188632
300617,0.42705217
300618,0.22695379
300619,0.13075604
300620,0.68531317
300621,0.49683747
300622,0.56889516
300623,0.4125989
300624,0.32161584
300625,0.14455979
300626,0.35818517
300627,0.4522477
300628,0.045144964
300629,0.58244467
300630,0.12950325
300631,0.12377103
300632,0.09429627
300633,0.18437755
300634,0.5585314
300635,0.14973375
300636,0.087884836
300637,0.073827386
300638,0.12665223
300639,0.074641496
300640,0.19741665
300641,0.03888455
300642,0.7255319
300643,0.23798013
300644,0.39430463
300645,0.054681424
300646,0.34212038
300647,0.20395856
300648,0.66403353
300649,0.37469536
300650,0.16112694
300651,0.06285326
300652,0.38318157
300653,0.4803014
300654,0.19363146
300655,0.10608583
300656,0.050302822
300657,0.27218354
300658,0.21915866
300659,0.25856325
300660,0.15849094
300661,0.22789463
300662,0.6273411
300663,0.03458983
300664,0.2990985
300665,0.120638475
300666,0.6143018
300667,0.41912776
300668,0.38546744
300669,0.18839833
300670,0.19517016
300671,0.7498595
300672,0.7859725
300673,0.1866193
300674,0.03596868
300675,0.1403314
300676,0.040845204
300677,0.16853605
300678,0.12385728
300679,0.17218907
300680,0.42052215
300681,0.3127966
300682,0.15858985
300683,0.39599726
300684,0.8458025
300685,0.5111557
300686,0.19336407
300687,0.043248557
300688,0.45203573
300689,0.2382687
300690,0.17313765
300691,0.028217325
300692,0.043536387
300693,0.4211201
300694,0.57350504
300695,0.15629391
300696,0.3893687
300697,0.33029354
300698,0.14269231
300699,0.44348136
300700,0.1606902
300701,0.073698886
300702,0.08945798
300703,0.19569173
300704,0.36264667
300705,0.16434973
300706,0.09265957
300707,0.223636
300708,0.057161044
300709,0.42466697
300710,0.36068255
300711,0.5523353
300712,0.06686578
300713,0.4542117
300714,0.08106391
300715,0.20876141
300716,0.7800911
300717,0.044400103
300718,0.048094098
300719,0.21880913
300720,0.3726566
300721,0.20288719
300722,0.025001965
300723,0.41686493
300724,0.14701024
300725,0.16041316
300726,0.28530678
300727,0.3067957
300728,0.045061365
300729,0.28715503
300730,0.029563071
300731,0.26218054
300732,0.12731272
300733,0.18471168
300734,0.15064603
300735,0.10992035
300736,0.4409033
300737,0.6250053
300738,0.19805782
300739,0.43439302
300740,0.422168
300741,0.5504308
300742,0.13248721
300743,0.20548847
300744,0.5013904
300745,0.21392053
300746,0.6053316
300747,0.023812726
300748,0.05023281
300749,0.2761666
300750,0.7703244
300751,0.080333844
300752,0.15224595
300753,0.6574124
300754,0.0095290765
300755,0.22667074
300756,0.43366125
300757,0.09777498
300758,0.14346202
300759,0.36761448
300760,0.121737786
300761,0.52236074
300762,0.13162819
300763,0.5505724
300764,0.10380557
300765,0.15121268
300766,0.22741096
300767,0.44872352
300768,0.25872022
300769,0.20825587
300770,0.32146466
300771,0.43281665
300772,0.45080274
300773,0.23686847
300774,0.086580485
300775,0.082070254
300776,0.6136884
300777,0.35096633
300778,0.21199796
300779,0.10377263
300780,0.049289666
300781,0.4827368
300782,0.31183594
300783,0.35756162
300784,0.13559031
300785,0.37756407
300786,0.019470476
300787,0.24009944
300788,0.14248197
300789,0.15378734
300790,0.18852848
300791,0.44051504
300792,0.08132672
300793,0.119481765
300794,0.1552411
300795,0.4012894
300796,0.2178288
300797,0.62263316
300798,0.13822077
300799,0.22559544
300800,0.24961044
300801,0.37155142
300802,0.12087955
300803,0.14843972
300804,0.11213016
300805,0.46768203
300806,0.043690432
300807,0.64358294
300808,0.49138993
300809,0.25266245
300810,0.043659564
300811,0.2541787
300812,0.111741334
300813,0.05243216
300814,0.17881574
300815,0.41163707
300816,0.23764153
300817,0.5843216
300818,0.52688205
300819,0.39751425
300820,0.21664426
300821,0.11483218
300822,0.045901604
300823,0.6554426
300824,0.17543076
300825,0.7806691
300826,0.64783
300827,0.07845356
300828,0.02795318
300829,0.2287192
300830,0.38620684
300831,0.11176654
300832,0.17074077
300833,0.39892942
300834,0.4272979
300835,0.10968622
300836,0.5319063
300837,0.19211285
300838,0.04330806
300839,0.15032025
300840,0.2616495
300841,0.06940667
300842,0.39436406
300843,0.7053031
300844,0.31528375
300845,0.0696697
300846,0.65646726
300847,0.37508383
300848,0.34116802
300849,0.094798796
300850,0.66655713
300851,0.24821292
300852,0.13739598
300853,0.14062098
300854,0.2880789
300855,0.14251429
300856,0.405835
300857,0.162995
300858,0.08552317
300859,0.53750193
300860,0.10274073
300861,0.06613042
300862,0.44593358
300863,0.57131696
300864,0.6012022
300865,0.05113621
300866,0.55669075
300867,0.8159839
300868,0.25524342
300869,0.5042585
300870,0.09398291
300871,0.01295125
300872,0.86595345
300873,0.1924149
300874,0.073334485
300875,0.5478586
300876,0.43046436
300877,0.14110951
300878,0.7501085
300879,0.3407284
300880,0.053367496
300881,0.72234523
300882,0.32468668
300883,0.46023294
300884,0.42051816
300885,0.41233128
300886,0.3775608
300887,0.59788364
300888,0.3092852
300889,0.33678612
300890,0.34605464
300891,0.58766246
300892,0.26883382
300893,0.27461788
300894,0.4509367
300895,0.43405277
300896,0.16693817
300897,0.2365408
300898,0.2973804
300899,0.033761136
300900,0.33497143
300901,0.040943045
300902,0.4090493
300903,0.09105313
300904,0.17187317
300905,0.21003985
300906,0.5169355
300907,0.12297609
300908,0.8650159
300909,0.07823387
300910,0.42814535
300911,0.47415853
300912,0.17850846
300913,0.6529206
300914,0.7325157
300915,0.08215076
300916,0.09620273
300917,0.15914226
300918,0.5092922
300919,0.29742858
300920,0.25037315
300921,0.17805335
300922,0.8266916
300923,0.06767535
300924,0.16902235
300925,0.046904527
300926,0.4517965
300927,0.35179758
300928,0.773165
300929,0.32466385
300930,0.20175885
300931,0.53136075
300932,0.51722276
300933,0.09942531
300934,0.6168624
300935,0.27893093
300936,0.50109124
300937,0.4757804
300938,0.20119877
300939,0.24807549
300940,0.55059624
300941,0.07815331
300942,0.22207999
300943,0.2744047
300944,0.10918186
300945,0.6051549
300946,0.06220125
300947,0.03263484
300948,0.312156
300949,0.14896792
300950,0.12590623
300951,0.30270097
300952,0.46563363
300953,0.45468774
300954,0.28562096
300955,0.41558406
300956,0.7235049
300957,0.23659664
300958,0.23039302
300959,0.5308117
300960,0.3381269
300961,0.38767344
300962,0.38574576
300963,0.6200633
300964,0.04490404
300965,0.12613344
300966,0.49890068
300967,0.337398
300968,0.15462466
300969,0.2037938
300970,0.18373176
300971,0.49988797
300972,0.025122344
300973,0.53740394
300974,0.10431192
300975,0.20996292
300976,0.44606456
300977,0.09160336
300978,0.7971992
300979,0.81581634
300980,0.23532286
300981,0.0630614
300982,0.17793563
300983,0.1740605
300984,0.073245324
300985,0.2974628
300986,0.3467796
300987,0.35334167
300988,0.044682898
300989,0.21769114
300990,0.042097397
300991,0.43376693
300992,0.4716688
300993,0.13672431
300994,0.2173452
300995,0.17404422
300996,0.33696172
300997,0.106738396
300998,0.40781713
300999,0.42511272
301000,0.09870232
301001,0.5322537
301002,0.2695832
301003,0.14856322
301004,0.271287
301005,0.6061144
301006,0.15943559
301007,0.3551426
301008,0.04563931
301009,0.1942618
301010,0.2718596
301011,0.48496914
301012,0.6611416
301013,0.081405975
301014,0.41919413
301015,0.45808354
301016,0.39372548
301017,0.10384628
301018,0.13942692
301019,0.4681725
301020,0.29321504
301021,0.09702112
301022,0.38522384
301023,0.2852007
301024,0.12105688
301025,0.17133576
301026,0.08467259
301027,0.02573455
301028,0.28693336
301029,0.548454
301030,0.34150782
301031,0.23809141
301032,0.3081214
301033,0.102090746
301034,0.1169151
301035,0.1058854
301036,0.11575538
301037,0.3769519
301038,0.11002493
301039,0.14773734
301040,0.16354363
301041,0.16395932
301042,0.110758245
301043,0.3051307
301044,0.10272509
301045,0.28238153
301046,0.21206445
301047,0.53348327
301048,0.64690703
301049,0.66566795
301050,0.35996097
301051,0.07511814
301052,0.18868543
301053,0.5655808
301054,0.053655643
301055,0.67534494
301056,0.11380213
301057,0.57412994
301058,0.47419155
301059,0.47973302
301060,0.3306408
301061,0.39120904
301062,0.35966566
301063,0.26457176
301064,0.07049019
301065,0.4376174
301066,0.64774036
301067,0.2711571
301068,0.54189473
301069,0.6761046
301070,0.3695502
301071,0.31329477
301072,0.27383044
301073,0.052801345
301074,0.21072076
301075,0.61186785
301076,0.23810051
301077,0.42776752
301078,0.4285616
301079,0.70980424
301080,0.16383134
301081,0.3650881
301082,0.018491575
301083,0.23526935
301084,0.32953677
301085,0.30810428
301086,0.07114718
301087,0.19920436
301088,0.60177916
301089,0.44963446
301090,0.82046145
301091,0.8125853
301092,0.70203304
301093,0.041552603
301094,0.07995058
301095,0.0962345
301096,0.10322139
301097,0.650508
301098,0.43071124
301099,0.021708585
301100,0.34234142
301101,0.20895502
301102,0.082149155
301103,0.23692189
301104,0.21915367
301105,0.6272954
301106,0.3901562
301107,0.24135356
301108,0.10732002
301109,0.15979566
301110,0.019974742
301111,0.5306592
301112,0.84187025
301113,0.25652066
301114,0.39733523
301115,0.51153463
301116,0.36701956
301117,0.47976345
301118,0.014386015
301119,0.19508512
301120,0.25796953
301121,0.17384948
301122,0.19906723
301123,0.5046524
301124,0.67768574
301125,0.2947154
301126,0.024722368
301127,0.043291844
301128,0.11989445
301129,0.36516467
301130,0.022364387
301131,0.07451076
301132,0.47780716
301133,0.04814065
301134,0.08866769
301135,0.35184285
301136,0.15733826
301137,0.15554626
301138,0.26514217
301139,0.17308272
301140,0.06691361
301141,0.5474278
301142,0.5128561
301143,0.66207594
301144,0.43536702
301145,0.64819795
301146,0.7852391
301147,0.5195308
301148,0.5503599
301149,0.22561094
301150,0.010538425
301151,0.23337722
301152,0.25331688
301153,0.21850869
301154,0.06049744
301155,0.090647854
301156,0.4122897
301157,0.17873977
301158,0.6080137
301159,0.22808756
301160,0.47049838
301161,0.09695942
301162,0.17863442
301163,0.48532975
301164,0.10325306
301165,0.20268746
301166,0.11159712
301167,0.066629805
301168,0.042716447
301169,0.09058639
301170,0.60144484
301171,0.2873607
301172,0.111651555
301173,0.4315131
301174,0.25046644
301175,0.05959686
301176,0.30544722
301177,0.47230643
301178,0.064748034
301179,0.2531437
301180,0.3773157
301181,0.15821742
301182,0.87270665
301183,0.04272323
301184,0.23628359
301185,0.26178226
301186,0.22963996
301187,0.34611773
301188,0.16829734
301189,0.08269299
301190,0.6756941
301191,0.122052774
301192,0.18735474
301193,0.072179385
301194,0.29637045
301195,0.57480466
301196,0.6864494
301197,0.21323438
301198,0.3174222
301199,0.33641025
301200,0.29784763
301201,0.44472483
301202,0.4140239
301203,0.70483446
301204,0.062432777
301205,0.3462233
301206,0.1386958
301207,0.11573264
301208,0.08784868
301209,0.75616187
301210,0.2614547
301211,0.38409638
301212,0.21072143
301213,0.28419685
301214,0.7971784
301215,0.10951264
301216,0.7723863
301217,0.15009515
301218,0.77918386
301219,0.09117051
301220,0.31407094
301221,0.58474094
301222,0.08769664
301223,0.26580495
301224,0.8289344
301225,0.33142582
301226,0.30012834
301227,0.17444721
301228,0.12650234
301229,0.18791291
301230,0.38183993
301231,0.4078193
301232,0.47512698
301233,0.6311443
301234,0.46808514
301235,0.16531989
301236,0.17573126
301237,0.117872596
301238,0.099210195
301239,0.109229445
301240,0.3571001
301241,0.43202433
301242,0.14590701
301243,0.5187431
301244,0.36042437
301245,0.29462436
301246,0.27237713
301247,0.013976164
301248,0.03626249
301249,0.5798018
301250,0.094014846
301251,0.47766882
301252,0.13589188
301253,0.16526717
301254,0.23874684
301255,0.047680262
301256,0.5831603
301257,0.20781615
301258,0.48221475
301259,0.3534803
301260,0.50676036
301261,0.46517712
301262,0.21159962
301263,0.14426586
301264,0.20170134
301265,0.5007561
301266,0.3047798
301267,0.11298948
301268,0.26254427
301269,0.18752173
301270,0.022559695
301271,0.19409755
301272,0.041396853
301273,0.9307243
301274,0.14058518
301275,0.13178612
301276,0.16224283
301277,0.11657585
301278,0.28665423
301279,0.14582047
301280,0.041527066
301281,0.37710837
301282,0.5343248
301283,0.05501612
301284,0.38685605
301285,0.12441989
301286,0.13435145
301287,0.07162896
301288,0.13334204
301289,0.11736623
301290,0.35646904
301291,0.48649693
301292,0.15261005
301293,0.5348585
301294,0.2886336
301295,0.2704509
301296,0.2278172
301297,0.32512462
301298,0.04936702
301299,0.31207895
301300,0.40608177
301301,0.41368237
301302,0.5611083
301303,0.49448723
301304,0.31952387
301305,0.47860852
301306,0.17183615
301307,0.43841645
301308,0.112083964
301309,0.1343662
301310,0.43676782
301311,0.0641949
301312,0.42968693
301313,0.19890237
301314,0.13014385
301315,0.2975191
301316,0.14490221
301317,0.31588605
301318,0.29951885
301319,0.6217288
301320,0.10020826
301321,0.16994876
301322,0.20030218
301323,0.19026193
301324,0.08352498
301325,0.38470674
301326,0.22139783
301327,0.3844598
301328,0.38540775
301329,0.05227204
301330,0.22953384
301331,0.3807071
301332,0.28583044
301333,0.43289584
301334,0.17137372
301335,0.1282269
301336,0.1969133
301337,0.040420555
301338,0.20131251
301339,0.15037605
301340,0.5515208
301341,0.146625
301342,0.41063622
301343,0.40577897
301344,0.27451512
301345,0.26104358
301346,0.23836859
301347,0.49800268
301348,0.66072327
301349,0.13717422
301350,0.82173824
301351,0.12518848
301352,0.14840043
301353,0.09169491
301354,0.23018014
301355,0.32114255
301356,0.4310861
301357,0.423791
301358,0.2652642
301359,0.16181257
301360,0.20137429
301361,0.22925135
301362,0.47452083
301363,0.44359693
301364,0.044056542
301365,0.24803048
301366,0.067985274
301367,0.17910361
301368,0.44345906
301369,0.20031646
301370,0.33477926
301371,0.11793242
301372,0.8424104
301373,0.071967214
301374,0.27426848
301375,0.28822663
301376,0.29165447
301377,0.47251543
301378,0.23342279
301379,0.2536698
301380,0.6719733
301381,0.086421646
301382,0.12732841
301383,0.11588227
301384,0.48486596
301385,0.032133844
301386,0.71825016
301387,0.71638966
301388,0.088664144
301389,0.67073494
301390,0.40842032
301391,0.54322517
301392,0.45564842
301393,0.19059172
301394,0.19058377
301395,0.05643832
301396,0.096154936
301397,0.6953635
301398,0.08810615
301399,0.12866135
301400,0.054035425
301401,0.18196705
301402,0.17039952
301403,0.72603065
301404,0.41923404
301405,0.5660097
301406,0.0976504
301407,0.06512165
301408,0.71751535
301409,0.011168121
301410,0.21468802
301411,0.848942
301412,0.25073415
301413,0.31209478
301414,0.8951023
301415,0.3366221
301416,0.40441296
301417,0.37102875
301418,0.30249536
301419,0.584636
301420,0.0933588
301421,0.2243763
301422,0.06318434
301423,0.18606302
301424,0.2892965
301425,0.29966602
301426,0.63975626
301427,0.103694744
301428,0.038502373
301429,0.68643725
301430,0.03113003
301431,0.56497544
301432,0.11015377
301433,0.61068726
301434,0.14999923
301435,0.15701608
301436,0.75393254
301437,0.08869228
301438,0.1251995
301439,0.16653886
301440,0.18605006
301441,0.022855105
301442,0.07255372
301443,0.13382266
301444,0.5064501
301445,0.50058943
301446,0.49359167
301447,0.39419
301448,0.29832813
301449,0.10040546
301450,0.21956015
301451,0.047561154
301452,0.1741674
301453,0.23047845
301454,0.13300934
301455,0.08657947
301456,0.09103796
301457,0.016808657
301458,0.32153285
301459,0.043623008
301460,0.334616
301461,0.31971744
301462,0.8146141
301463,0.3494719
301464,0.040476516
301465,0.12985002
301466,0.13622954
301467,0.06630769
301468,0.10315892
301469,0.2868879
301470,0.12214684
301471,0.12799591
301472,0.2969646
301473,0.20191424
301474,0.10682537
301475,0.6595891
301476,0.6587952
301477,0.30664656
301478,0.28330126
301479,0.02532325
301480,0.37533507
301481,0.22408743
301482,0.27072206
301483,0.047980327
301484,0.43211836
301485,0.36193255
301486,0.43917197
301487,0.117068045
301488,0.7332257
301489,0.14809036
301490,0.7412741
301491,0.104658015
301492,0.12528428
301493,0.04824565
301494,0.10398185
301495,0.26065725
301496,0.04890855
301497,0.24838373
301498,0.26931313
301499,0.20761096
301500,0.14393656
301501,0.55332494
301502,0.28799215
301503,0.4444208
301504,0.5114953
301505,0.8962884
301506,0.050572935
301507,0.7695024
301508,0.48298478
301509,0.10732568
301510,0.047159437
301511,0.58580655
301512,0.8693192
301513,0.68342453
301514,0.16243295
301515,0.78681636
301516,0.32232285
301517,0.25550696
301518,0.11816514
301519,0.15868597
301520,0.056618758
301521,0.13254292
301522,0.058115423
301523,0.23198594
301524,0.07381201
301525,0.4357015
301526,0.117869176
301527,0.19987153
301528,0.68130827
301529,0.8335718
301530,0.18608685
301531,0.16246203
301532,0.72311455
301533,0.018737758
301534,0.1231687
301535,0.08258759
301536,0.2354739
301537,0.2903225
301538,0.4285532
301539,0.27038026
301540,0.4637477
301541,0.89607173
301542,0.051802706
301543,0.41243252
301544,0.053245697
301545,0.045927852
301546,0.5987286
301547,0.47300088
301548,0.71615434
301549,0.102326676
301550,0.55641234
301551,0.13481104
301552,0.04707843
301553,0.33326396
301554,0.046052363
301555,0.10852397
301556,0.20464216
